Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  08/1956;0;3.8;30.1;2.8;0.1;0;0;0;0;0.1;0;0;0.1;0;0.1;0;0;0;0;0;0;1.9;8.6;0;0;0;0;0;0;0.2;0.1;30.1;47.9
  09/1956;0;0;0;0;0;11.2;0;0;21.4;8.2;1.8;0;50.5;7.9;2.9;0.2;0;0;0;0;0;0;0;0;7.9;1.4;0;8.5;0;0;---;50.5;121.9
  10/1956;0;0;0;0;0;0;0;0;0.8;57.9;26.1;0.1;0.9;0.4;0.2;0.1;1.7;0;0;0;0;26.1;10.5;0.3;0;0;4;0.6;0.1;1.5;6.8;57.9;138.1
  11/1956;0.8;0;0;0;0;0;0;0;3.5;0;0;0;0.2;0;0.6;0;0;0;0;0.8;0.1;0;0.6;0;5.2;3.7;0.6;0;0;0;---;5.2;16.1
  12/1956;0;0;0.8;0;5.5;8.3;4.3;0.5;0;0;0;0;35;0.1;12;5.2;0;0;0;0;0;0;0.3;48;0.2;0.2;0;0;0;0;0.9;48;121.3
  01/1957;0;0;0;0;0.5;0;0;1.5;22.4;24.3;0;0;0;36.4;25.4;44.6;5.3;24.5;0.4;0;15;0;2;5;10.1;0;2.2;0;0;0;9.8;44.6;229.4
  02/1957;0;0.3;25.5;1.9;0.1;0;30.9;17.3;0;12;15.6;0;0;4.1;4;0;0;0;1.5;1;2.6;0;0.4;0.9;57.7;28.8;1.8;5.8;---;---;---;57.7;212.2
  03/1957;0;0;0;0;0;10.5;0;0.4;26.9;0.5;7.4;2.1;6.2;4.5;3.7;0;2.2;0;3.8;26.8;62.5;25.1;5.6;0.6;0;0;0;0;0;0;7.3;62.5;196.1
  04/1957;17.4;10.4;1.6;0;2.7;3.2;1.1;0;0;0.4;0;0;0;20;0.6;0;0;0;0.2;0;0;0;0;34.6;4.6;4.3;0;0;2.6;8.7;---;34.6;112.4
  05/1957;0.1;0.2;0.1;0;0.1;0;0;4.4;0;0;0;0.1;1.4;0;0;16.8;0;0;0.1;0;0;0;0;0;0;0.7;18.9;0;0;0;0;18.9;42.9
  06/1957;0;0.5;0.7;0.1;1;0;25.2;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;13.5;0;---;25.2;41.2
  07/1957;15.4;5.7;0.2;0;6.5;0;0;0;0;0;0;0;0;3.1;11.4;0.9;3.5;7.6;5.5;0;0;0.1;0;3.6;0;0;0;0;0;0;0.2;15.4;63.7
  08/1957;2.4;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;24.3;5.9;24.3;0;0;0.8;0;0;0;0;0;0;0;0;11.8;4.6;24.3;74.2
  09/1957;0;43.2;56.6;0;0;0;21.1;5.3;0.2;0;0;9.9;3.6;0;7.7;0.4;0;0;0;14.4;5.6;49.8;17.8;1.1;0;0;0;0.5;0;0;---;56.6;237.2
  10/1957;0;0;0;0;0;0;0;0;0;9.5;51.1;23.9;0;0;0;0;0;0;0;0;9.8;12.9;0.4;0;0;29.1;28.2;5.9;23.6;5.8;0;51.1;200.2
  11/1957;0;0;21.8;0;0;0;0.8;8;15.5;1.2;0;8.4;1.9;0;1;0;23.6;0.1;62.9;37.9;0;0;0;10.9;0;0;0;0;0;18;---;62.9;212
  12/1957;0.6;1.9;0.8;0.4;0;0;13.8;0.6;0;0;7.4;0.3;1.3;3.3;5.3;20;2.8;0;0;1.8;19.5;5.3;0.3;0;0;0;2.5;0;0;0;0;20;87.9
  01/1958;1.9;21.6;0;0;0;0;0;0;0;0;7.3;23.2;3.6;16.8;0;0.2;44.5;5.1;0;0.3;3.2;4.4;0.3;9.7;39.6;2.5;47.3;10.5;0;0;0;47.3;242
  02/1958;15.4;0;0.9;20.2;0;1.4;0.3;0;3.3;0.4;0;0;0;1.8;0;0;0;2;0.2;8;0.2;0;0;0.1;5;26.7;15.3;4.2;---;---;---;26.7;105.4
  03/1958;15.8;24.5;0;20;0.5;0;30;1.8;0;0;0;0;0;0.1;2.4;6.1;4.1;11.6;0.8;0.3;0;5.3;13.8;9.1;0.1;0;0;0;0;0;1.9;30;148.2
  04/1958;19.9;0;0;0;0;0;0;0.8;9.7;10.1;3.9;1.5;14.8;0.6;0;0;0;11.6;11.8;0.7;0;5;21;0;0.6;0;0;0;0;0;---;21;112
  05/1958;0;27.1;12;0;0.2;0;0;0;0;0;0;5.9;20.3;0.2;0;0;0.2;0;0;0;16.6;34.4;0;25.6;6.1;1.8;14.4;0;0.4;0;0;34.4;165.2
  06/1958;0;0;0;0;0;0;0;0;0;0;0;0;11.2;30.8;0;7.4;20.5;0.9;2.1;1.4;0;0;0;0;0;0;0;0;0;0;---;30.8;74.3
  07/1958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;10.8;9.2;0;0;0.1;0;0;0;0.1;0;0;0;0;0;0;10.8;25.6
  08/1958;0;0;18.5;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;6.7;0;0;18.5;25.4
  09/1958;0;0;0;0;0;0;19;14.7;23.9;0;0.1;18;14.9;5;0;0;2.6;1.1;0.1;0;0;0;0;14.9;0;2.2;0.5;0;0;0;---;23.9;117
  10/1958;0;2.1;0.4;0.5;0.1;37.4;8.4;0;0.1;5.2;0;0.4;0.5;0;0;0;3.1;1.7;0.4;0;0;0;15.7;2.5;0;29.5;13.8;21.2;14.1;9.5;3.3;37.4;169.9
  11/1958;0.2;0.1;0;0;0.1;0;0;0;0;7.1;0.1;4.1;0.7;0;0;0;1;22.6;0;1.3;1.2;0;19.3;0.9;21.1;0;0;0;7.5;0.9;---;22.6;88.2
  12/1958;0;0;0;0;0;22.4;2.4;34.9;0;75.5;0;31.1;0;0;10.4;2.9;27.2;18.1;1.4;11.7;58.2;0.4;0.9;0;0;0;0;0;0;0;0;75.5;297.5
  01/1959;0;0.3;0;20.4;61.8;0;0.4;0;0;0;16.4;31.4;1;2.2;20.5;4.5;4.8;2.1;25.2;0;3.4;2.8;22.7;0.3;0;0;4.4;20.3;0;0;0;61.8;244.9
  02/1959;1.1;16;5.3;56.7;2;2;0.1;1.7;0;0;2;0;8.5;7.2;8.2;8.9;0.8;0.4;23.3;0;0.1;0;0;0;0.1;0.1;0.3;8.9;---;---;---;56.7;153.7
  03/1959;0.3;0;0;50.7;0;1;44.9;3;0;0;0.6;0;17.7;0.5;0;0;3.5;8.3;12.4;21;5.1;10.8;0.7;1.6;5.4;0;0;0;0;8.2;28.3;50.7;224
  04/1959;3.1;0;0.3;0;5.7;7.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;0;16;0;18.2;0.4;0;0;0;---;18.2;53.9
  05/1959;0;0;0;0;0;0;0;0;0;0;4.7;0;0;0;0;0;0;26.1;3.2;9.4;0;0;0;0;0;0;0;0;0.1;0.2;0;26.1;43.7
  06/1959;0;0;0.5;0;0;0.1;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;---;0.5;0.9
  07/1959;5.6;5.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0.1;0;0;0;0;0;0;0;2;5.7;13.8
  08/1959;0.7;2.5;2.5;1.7;0.1;5;1.4;0;0.1;0;0;19.4;6.5;5.4;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9;0;0;19.4;46.6
  09/1959;0;1;4.6;10.3;0.6;0.4;0;0;0;0;0;2.5;0;0;0.6;0;0;0;0;0;0;0;0;0;10;6;0;0;0;0.1;---;10.3;36.1
  10/1959;0;0;0;0.8;0;0;0;0;0.2;0;17.5;15.5;0;1.5;0;0.1;0;4.2;0;7.8;8;0.8;0;0;0;0;0;16.8;0;0;0;17.5;73.2
  11/1959;0;0.1;5.4;0;35.9;0.1;8.6;0.4;0;6.6;0.6;8.5;0;0;0;0;0;5;0.1;3;1.8;0.6;0;0;57.3;8.7;0;0;0;0;---;57.3;142.7
  12/1959;8.8;0;4.7;0;12.8;0;33.2;41.1;0;11.5;0;0.2;0;0.1;0;0;18;2.5;0;80.7;10;1.7;20.7;18.2;0;0;0;0;0;0;22.8;80.7;287
  01/1960;26.7;0;0;0;20.1;19;2.5;26.1;1.3;9.8;11.4;4.8;0;0;0;0;0.7;6.7;46;1.6;0.1;0.6;7.6;1.6;0;0;0.4;0;0;0.6;0;46;187.6
  02/1960;0;0;20.4;0.2;1.9;0;0;7.2;0.4;0;1.3;2.4;47.2;2.1;21.1;7.6;0.7;0;54.8;0.2;34.5;34.4;28.1;0;2.5;4.4;0.7;0.5;64.4;---;---;64.4;337
  03/1960;6.8;13;0;0;0;0.8;0;0;0.1;0;0;14.8;0;0.3;1;2;2;0;0.1;0;3.4;7;0;0.6;0.2;0.2;0.1;0;0;0.1;0;14.8;52.5
  04/1960;4;4.4;0.1;0;0.2;51.6;0;12;1.7;0.2;2.7;2.2;0;0;0.2;0.1;0;0;15.6;42.5;0.2;0;0.1;0;0;0;1.5;0;4;0;---;51.6;143.3
  05/1960;15.3;0;0;0;0;0.2;0.1;0;0;0;0.6;0.1;4.2;0.3;21;29.9;0;0;0;30.4;17.6;6.5;0;0;0;0;0.1;0;0;0;0.4;30.4;126.7
  06/1960;0;0.2;0.1;0;0;0;0;0;0;0.1;0;0;0;15.8;0;0;10.4;5.5;0;0;0;2.3;8.8;0;0;8.8;5.6;0;0;0;---;15.8;57.6
  07/1960;0;0;0;0;0;0;0;0;0;0;0.5;0;0.2;0;0.1;0;0;0.2;0.3;0;0;0;0;5.9;0;0;0;0;0;0;0;5.9;7.2
  08/1960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.2;0.2;0.7;0;0;0.1;0.1;0;0;0;0;0;0.3;0;0;0;9.1;20.2;30.7
  09/1960;9.8;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.1;0.4;0.2;0.5;1.4;9.2;---;9.8;27.7
  10/1960;0.1;1.9;0;0;6.2;0;9.5;44.7;0.1;0;0;0.2;0.1;0;0.1;31.7;2.8;0;0;0.2;1;1.1;0;0.2;17.3;20.5;4.2;0;0;0;3.9;44.7;145.8
  11/1960;0.1;0.4;0;1.7;2.3;0.1;8;8.1;0;14;2.9;7.5;2.2;0;2;0;0;8.2;1.2;3.2;0;0;0;0;3;0.4;0.5;12;6.1;2;---;14;85.9
  12/1960;2;0;0;0;0;0;14.3;0.8;0.1;0;0;0;0.4;34;13;0;5.8;62;68;3.3;28.6;32.8;9.8;5.8;0.1;14.6;4.1;0;0;1.7;0.3;68;301.5
  01/1961;11.9;11.2;32.6;0;0;0;0.9;1.6;0.5;0.1;0;0;0;0;0;0.3;5.6;0;59.3;11.5;0.2;0;0;5.3;0.6;0.1;22.9;5.3;5.8;15.7;0;59.3;191.4
  02/1961;0;13.8;2.5;14.8;1.2;0;12;9.6;0;23;0;27.7;13;0;1.4;0;0;13.3;1.2;3.1;0;5.8;73.5;3.1;0;0;0;35.4;---;---;---;73.5;254.4
  03/1961;40.2;0.5;0;0;0;0;4;6.9;0;0;0;0.9;0;0;26.7;4.4;2.8;4.6;3.7;1.8;13.3;0;0;0;0;0;9.3;2.7;0.4;1.6;0;40.2;123.8
  04/1961;0;0;0;0.7;20.6;10;1.2;0.4;0;0;0.8;1.8;0;1;0;0;0;0;1.3;2.6;0;0.1;0;20.6;1.4;38.9;8;0;0;0;---;38.9;109.4
  05/1961;0;0;23.4;47.2;0;1.7;0;0;0.6;1.7;0;0;0;0;0;0;0;0;0;0.9;0.2;0;0;0;0.1;3.7;0;0;0;0;0;47.2;79.5
  06/1961;0;0;0;0;0;0;0.1;0;0;0;0.6;1.9;2.2;0;13.2;4.8;0.8;0.3;0;0;0;12.2;0.6;0;2.6;0;0;0;0;0;---;13.2;39.3
  07/1961;0.1;0.1;0;0;0;0;0;0;3;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0.1;2.6;0;0;3;6.3
  08/1961;0;0.1;0;0;0;0;0;0;0.2;0.1;0;0.2;0.1;0;0;0;0;0;0;0;0;1;0;0;0;9.8;5;0;0;0;1.2;9.8;17.7
  09/1961;0;0;0;0;0;0.3;1.9;2.4;2;0;0;0.6;0;0;0;0;0;0;0;0;0;2.4;1.4;0;0;0;0;0;0.1;0.1;---;2.4;11.2
  10/1961;0;0;0;0;0;0;0;0;10.2;0.2;0;2.6;0;0;3.5;12.4;23.4;27.3;0;0;0;0;2.9;1.8;0;14.7;0;0;4.5;5.5;10.4;27.3;119.4
  11/1961;0.2;1.8;7;71.5;0;0.1;11.9;0;0.2;0;18.3;12.8;0.2;0;25.3;0.1;0;0;0;8.3;0.1;0.1;16.6;2.7;4.6;0;15.7;2.6;0;0;---;71.5;200.1
  12/1961;0;10.1;11.1;0.3;0.2;2.5;0.1;0;0;0;0;0;0;0;0.2;0.9;10.5;21.8;0.8;2.4;2.8;41.1;0.5;11.1;22.9;16.8;14.3;0.8;23.1;10.7;4.4;41.1;209.4
  01/1962;0;0;4.6;9.4;0;0;0;56.8;0.4;0;0;0;0.1;0;1.1;2.5;12.5;22.7;7.6;4.2;0.1;2.6;1.4;12.8;0;3.9;5.9;0.3;0.2;3.7;2.1;56.8;154.9
  02/1962;0.2;0;0;59.5;9.7;0;0;0;58.8;1;0.3;0;1.2;0;0;27.8;0;0;8.5;1.2;0;30.1;7.6;32;6.1;0;0;0;---;---;---;59.5;244
  03/1962;0;0;8.4;0;0;0;0;0;0;0;4.5;48.6;47.8;19.6;22.3;0;1.4;31.2;0;10.8;0;0;0;1.2;3.6;0.1;0;0.1;0;0;0;48.6;199.6
  04/1962;0.1;0;0;2.7;0;0;0;0;0;24.5;0;0;0;0;0;0;0.5;0;9;0;0;0.2;0.1;0.4;0;2.4;0.8;0;1.7;9.3;---;24.5;51.7
  05/1962;0;5.3;2.3;8.2;1.3;0.2;0.1;1.4;0.3;0;0;0.2;0;0;0;0;0;0;1.6;0.4;0;0;0;0;0;0;0.3;0;2.2;0.2;0.2;8.2;24.2
  06/1962;0.5;0;4.5;4.7;0;0;3;0;1.6;1.2;1;0;0.6;1.4;0.3;0.2;0;0;0;0;0;0;2;0;0;0;0.1;0;0;0;---;4.7;21.1
  07/1962;0;0;0;0;0;0.8;0;0.2;0;13;23.5;0;0;0;0;0;0;0;1.6;3.2;0;0.3;0;1;5.3;0;0;1.6;0.1;0;0.1;23.5;50.7
  08/1962;0;0;0;0;0;0;0;0;0;0;0;3.7;0;0;0;0;13.3;0;0;0.1;0;0;24.4;10.9;0;0.2;0;0;0;0;0;24.4;52.6
  09/1962;0;0;0;0;0;0;0;0;18.1;0;0;1;0;0;0;0;0;0;0;0;0.3;5.6;2.6;1.1;0.2;0;0;0;4.9;0;---;18.1;33.8
  10/1962;2.3;17.6;14.4;1.5;16.5;0.7;0;0;31.2;2.9;10;6.4;0.2;0;0;0;3.9;22.3;19.7;7.7;1.5;0;0;0;22.7;0;0;0;8;5;14.5;31.2;209
  11/1962;1.6;0.1;0.1;0;0;0;13.2;1.4;16.6;4;0;1.8;0.1;0.2;0.2;0;0.4;0;0.3;1.7;9.2;20.9;0;0.4;0.1;0.1;0;14.6;3.7;0;---;20.9;90.7
  12/1962;0;0.1;0;27.7;0;13.4;0.4;0.3;0;0.2;0;40.8;24.8;1.5;1.3;0.1;0.3;2;14.7;4.5;0;0;0.4;0;1.4;0;1.8;13.3;0.1;61.5;40.9;61.5;251.5
  01/1963;31.8;28;1.6;0.6;0;0;0;0;0;54.6;1.1;24.6;0.3;0;1.6;42;4.5;7.2;1.3;13.2;0;0;8.5;0.9;0.3;1.5;0;0;0;0;0.8;54.6;224.4
  02/1963;24.3;0.4;0;5.6;27;0.2;22.1;3.3;1;0;0;0;1.3;0;0;0;0;0;0.1;19.3;18.1;4.2;0.4;0;14;15.4;0;0;---;---;---;27;156.7
  03/1963;0;0;0.4;0.1;1.3;0;0;11.2;7.9;0;0;0;0.1;0.1;0;0;0;0.1;0;0;5.1;4;3;46.4;15.2;10.6;0;0.4;1.4;1.5;0;46.4;108.8
  04/1963;0;0;0.2;0;0.1;0;0;0;0;0;0;0;0;0;0;20.2;4.6;0.5;0;0;0;0.2;0.1;0.1;0.2;0.2;0;0.1;0;0;---;20.2;26.5
  05/1963;0.1;0.2;0.1;0.6;0.9;0.1;0.1;0;0;0.1;0;0;0;0;0;6.7;5.4;0;0;0.2;0.1;0.1;0.2;0.2;0;0.3;0.2;0;0;0;0;6.7;15.6
  06/1963;0;3.9;0;0.1;0;0;0;0.1;0;0.1;0.1;0;17.9;2.1;3.3;0;0;0;0;0;0;0;0.2;0.2;0.1;0.1;0.2;0;0;0;---;17.9;28.4
  07/1963;0;0;0;0;0.7;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.8;0;0;0;0;0;0;0;0;9.8;10.7
  08/1963;0;0.1;0;0;1.2;0;0;0;0;0;0;0;0;0;0;3.2;1.9;0.6;0;0;0;0;0;0;0;0;0.2;0;0;0;0;3.2;7.2
  09/1963;0;0;0;0;0;0;0;0;0;0;0.3;0.8;0.6;0;0;0.3;0.3;0;0;0;0.5;0.8;0;0;0;0;10;0.6;1;1.7;---;10;16.9
  10/1963;0;0;0;0;0.9;0.3;10.8;0;0;0;0;0;0;0;0;5.2;0.1;14.8;1.7;2.1;0;40.9;4.8;0.4;0;0;8.7;17.8;0;0.2;0;40.9;108.7
  11/1963;0;0;0;0;0;0;0;1;2.4;8.9;33;0;0.1;13.8;0.2;19.1;0;17.2;16.7;0;10.2;0;0;0;0;0;9.1;2.2;0;0;---;33;133.9
  12/1963;0;5.5;0.3;1.2;0;9.7;0;13.2;2.5;0;0;1.6;2;0.5;0.1;0;0;0;0;4.4;1.6;1.7;0.1;0;0;0;1;0;0;0;3.8;13.2;49.2
  01/1964;0;18.9;1.2;0.1;0;0;0;0;1.1;0.3;0;0;0;0.4;0;0;0.4;0.3;0;0;0;0;2.3;0.7;0;17.7;14.6;8;0.1;0;0.1;18.9;66.2
  02/1964;5;0.1;28.1;3;0;0;0;4.2;24.9;0;0;22;37.8;12.9;23.9;0.2;12.4;4.8;29.9;54.7;3;0.6;0;0.1;0;0;0;0;0;---;---;54.7;267.6
  03/1964;13.5;0;0;0;0.2;0;0;36.3;1.2;0;0.1;0;0.1;0;5.7;1.6;1.4;0.5;0;0;0;0.1;0.1;0;0;0;0;2.2;5;10.8;11.7;36.3;90.5
  04/1964;14.4;3.2;0.3;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;13.2;16.3;1.5;1;0;0.7;0;5.3;0;0;0;4.3;0;---;16.3;61.7
  05/1964;40.7;0.2;1.8;0.1;0.9;10.8;0;0;0.2;0;0.2;0;0;9;0;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0.1;6.6;4.9;0.2;40.7;75.9
  06/1964;0.1;0.1;0.1;0.1;0;0;0.2;0;0.1;0;0.4;1.2;4.2;8.8;0.8;8;0.1;0;0;0;0;0;0;0;0;5.5;1.2;5.7;0;6;---;8.8;42.6
  07/1964;0.2;4.4;0;13.2;0;1.5;0;0;4.5;0;0;0;0;0.1;0;0;7.7;0.1;0;0;0;0;0;0;17.6;0.2;0;5.4;0;0;0;17.6;54.9
  08/1964;0.1;0;0;4.3;0.1;0;0;0;0;0;0.1;3.9;0;0;0;0;0;0;0;10.2;2.2;1.3;2.7;0;0;0;0.1;0;0;2.6;0.3;10.2;27.9
  09/1964;0;0;21.4;0;0;0;0;0;0;0;4.8;16;0;0;0;0;0;0;0;0;0;0;0.2;8.7;17.4;15.5;10.8;7.6;1.4;0;---;21.4;103.8
  10/1964;26.2;1.6;1.9;0.9;0;0;14;8;0;0;0;0.4;0;0;0;0;0;0;0;2.2;7.3;2.7;0;0;0;0;20.2;0;0;5.5;4;26.2;94.9
  11/1964;0;0.4;0;0;0;14.8;14.6;0.1;0;0;0.7;1.4;0;0;0;1.5;21.3;0;0;0;20.2;8.7;7.4;0;0;0;0;0;0;0;---;21.3;91.1
  12/1964;19.7;21.6;13.1;37.3;1.1;0;0;0;0;0.7;1.2;0;3.8;8.9;7;0;14.2;24.5;0.1;0;0;0.8;1.8;18.9;17.5;0.9;22.1;0;12.1;34.5;0.4;37.3;262.2
  01/1965;0;0;0;1.7;19.9;0.1;0;0;30.1;8;2.5;32.5;15.5;1.5;14;38.3;9.8;0;35.2;49;0;0;0;0;0.6;14;28.3;24.8;25.5;28.3;4.1;49;383.7
  02/1965;3.9;0;2.3;11.3;1.1;0;4.8;0.1;0;0;0;7.1;13.5;0.8;0.1;0;0.1;0;0;0;3.2;13.1;2;32;0.7;10.5;6.4;0.8;---;---;---;32;113.8
  03/1965;1.4;14.9;3;2.1;4.2;0;0;22.3;29.7;3.8;0;0;0;0;0;42.8;38.3;1.4;3.3;4.6;0;14.9;0.9;0;6.5;0;0;0;0;0;0;42.8;194.1
  04/1965;1.1;0;0.5;0.1;0;0;0.6;0;29.9;0;0;1.1;4.6;0.7;0;0;0;0.9;10.9;0;1.4;0;0.1;0;0;0.1;0.6;34.9;32.1;0.2;---;34.9;119.8
  05/1965;0;0;0;0;0;0;0;0;0;1.2;7.3;6.4;41.8;8.3;2.7;0;10.9;3.8;0.7;0;0;0.1;0.1;0;0.1;0;0;0;0.1;0;0;41.8;83.5
  06/1965;0;0;0;0;0;0;0;0;6.1;0.1;0.3;0;0;0;0;8.9;0;0;0;0;0;0.1;0.5;0;21.5;0;0;0;0;0;---;21.5;37.5
  07/1965;0.2;0;0;0;11.8;14.5;9.7;0.2;0;12.9;5.3;0;0;0;12.3;0.7;0;0;0;0;0;0;0;0;0;0.1;0;0.1;0;0;13.9;14.5;81.7
  08/1965;0.1;0;2.1;0.7;0;0;0;0;0.1;0;0;0.9;0;1.3;1;0;0;0;0.9;0.2;0;0;0.1;0;0.1;0;0;0.1;0;0.2;0;2.1;7.8
  09/1965;0;0;0;0;0;0.4;0;0;0;0;0.2;0.2;0;0;0.5;0;0;0;0;0;0;0;0;0;1.9;42.9;6.5;1;0;71.7;---;71.7;125.3
  10/1965;71.7;25.3;1.3;0;0;0;0.1;0;0;5;29.4;11.2;0;0;16.4;0.4;0;3.2;3;0;0;2.1;5.4;0;1;8.8;0.4;0;13.4;6;12.7;71.7;216.8
  11/1965;8.2;4;0;0;0.3;22.6;13.1;0;0.3;0.1;0;0;0;1.2;38.8;13;0;0;0;0.1;0;4.5;0;0;0;6.3;26.4;0;0;0;---;38.8;138.9
  12/1965;0;0;0;17.2;3.6;0;24.7;23.1;53.4;9.8;3.5;2.2;10;0.5;8.4;1.3;0;0;0;0;0;3.3;3.3;1.1;0;7.4;0;0;1.5;6.5;17.4;53.4;198.2
  01/1966;3.3;25.4;0;0;0;4.4;0;0.3;0.8;0.4;21;7.5;21;17.3;4;1.7;0;1;6.4;0;0;0;2;1.8;2.8;26.8;0.2;21.5;0;0;13.8;26.8;183.4
  02/1966;63.8;29.6;4;0.9;0;40;2.4;0;0;0;0;1;5;33.8;2.2;0;0;12.7;7.6;0.5;54.3;2.9;7.5;11.8;0.6;0;0;3.6;---;---;---;63.8;284.2
  03/1966;0;3.3;0;3.6;0;5.2;150.3;21.6;30.3;6.1;0;0;0;0;0;0;0;0;4.5;0;0;13;0;0.7;2.3;6.8;3.7;8.6;1.2;0;0;150.3;261.2
  04/1966;0;0.4;7.2;21.4;0;0.6;13.3;79.2;0.6;0;4.6;1.7;0;0;0;0;0;0;0.1;0;2.9;16.1;0.5;0;1.7;24.1;0;0;17.7;0;---;79.2;192.1
  05/1966;0;0;0;0;0.5;22.5;1.2;0;0;0.1;0;0.1;4.2;0.5;1.9;0;0;0.1;0.2;0.3;0;1;1.1;2.6;0;0;0.1;0.1;0.1;0.1;0;22.5;36.7
  06/1966;0.1;0.2;0;0.5;1.3;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0.2;1.6;0.3;0.1;0;0;0.6;0.4;0;0;0;0;0.3;---;1.6;5.8
  07/1966;2.9;0.1;0.6;0.2;0;0;0;0.2;0.2;0.2;0.2;0;0;0;0;0.3;0.1;0;0;0.2;0;0;1.4;1;0;0;0.1;0;0;0;11.5;11.5;19.2
  08/1966;8.8;1;0.2;0;0;0;0;0.2;0.2;4.1;0;0;0;0;1.5;17.4;0.1;0;0;0;0;0;0;0;24.3;5.9;0.6;0;0;0.4;0;24.3;64.7
  09/1966;7.9;3.6;37.9;2.6;0.3;0;0;0;0;0;0;0.1;0.1;0.1;0;0;6;0.2;0;5.3;3;0.1;0.1;0;0;0;0;0.2;24.9;8.2;---;37.9;100.6
  10/1966;1.2;0;0;0;0.6;0;7.4;23.4;1;0.4;0;0;5.4;0;0;0;1.1;0;32.6;0.1;0;0;23;0;0.2;0.2;0.3;24.3;12.6;4.2;0.5;32.6;138.5
  11/1966;19.2;11.4;0.3;0;0;4.5;0;0;0.1;0.3;0.6;0;23;7.7;0;8.7;6.5;0.4;0;0;0;0;0.4;0.2;0;0;0;0;0;0;---;23;83.3
  12/1966;0;6.8;10.1;3.8;0;2.7;0.7;15.5;0;0;15.6;0;35.9;0;0;13.1;0;11.4;0;2.5;15.3;26.8;63.1;23.8;1.9;0;3.2;9.2;0;0;0;63.1;261.4
  01/1967;0;0;9;3;25;10.2;0.1;0;0;2.2;1.4;9.2;2.3;4.1;0;10.7;14.6;0.1;0;6.9;14.2;78.5;3.3;0.1;2.3;0.3;0;0;0.2;0.1;4.6;78.5;202.4
  02/1967;13.3;39.7;5.4;6.7;7.2;47;13.7;0.8;0;18.6;2.5;0.3;1.6;0;14.1;0;2.2;53.1;3.2;2.6;0;12;4.8;2.4;0;9.8;0;0;---;---;---;53.1;261
  03/1967;35;0;11.1;34.6;2.1;18.1;3.9;0.2;33.5;6.1;0.3;0.1;18.3;2.8;4.3;0;0.3;1.1;22.6;0.4;0.1;0;0.1;0;0;0.7;0;11.3;5.1;21.7;0;35;233.8
  04/1967;0.1;0;0;0;0.1;0.8;0;0.2;0.2;0.1;0.1;0;3.4;11.8;0;19.9;0.8;0.1;0.1;0;0;2.7;0.1;0.1;0.1;0.8;2.3;3.9;0.3;0.5;---;19.9;48.5
  05/1967;0.2;0;0.6;16.7;0.1;0;0.2;0.3;0.2;0;0.2;0.1;0;0;0;0.3;0.2;0.2;0.2;0.1;0.5;1.8;0;0;0.2;0.1;0.1;0.1;0.1;0;0.1;16.7;22.6
  06/1967;0.1;0;0;2.2;0;5.4;22.2;0;0.2;0;6.3;2.9;26.7;20.2;0.5;0;0.1;0.2;0.1;0.2;0.1;0.1;0.1;0;0;0;0;0;0;0;---;26.7;87.6
  07/1967;0;0.1;0.1;0;1;0.1;0;0.1;0;0;9.6;12.2;2.3;0;5.1;1;0;0;0;0;0;0.1;7.7;0;0;0;0.1;0;0;0;0.1;12.2;39.6
  08/1967;0;0;0;0;1;0.3;0.1;0;0;0;0;0;0.5;0;1.3;1.7;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.1;0;1.7;5.2
  09/1967;0;0;0;0;0.1;0;0;13;20.9;4.6;1.6;10.6;38.6;7.1;0;0;0;0;0;0;4.2;0.7;3.1;0.7;0;0.3;2.3;0;0.1;0;---;38.6;107.9
  10/1967;0;0.1;0;0;0;0.1;0;0;0.1;0;0;25.4;0;1.4;0.1;0;97.9;0;6.3;2.7;9.9;29.7;0.9;0.7;2.4;6.3;33.2;1.6;0.1;3.6;0;97.9;222.5
  11/1967;0.1;0;8.6;2.4;2.7;0;0.1;0.1;0.1;0;0;0.2;19.1;3.1;0;17;41.8;1.1;7.9;1;0.6;0;0;8.5;0.5;0.4;0.5;10.8;0.7;9.4;---;41.8;136.7
