Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  01/1979;0;3.3;11.5;22.2;0.7;0;0;0;0.6;0;0;2.5;0;0;0;0;0;0;0.1;0;12.6;4.3;0;0;0;0.9;0;0;12.3;8.1;0;22.2;79.1
  02/1979;0;0;0;0;1.3;0.4;0;0;0;0;15.2;31.4;18.1;14.8;0.9;0.1;0;0.4;2.4;3.3;0;8.1;13;1.3;0;15.4;43.4;33.7;---;---;---;43.4;203.2
  03/1979;0;0;1.9;0;0;0;0;0;0.1;0;13.2;0;20.9;3.1;1.1;0;2;0.2;0.1;0;0;0;0;1.3;46.6;3.9;3.8;0.1;0;0;0;46.6;98.3
  04/1979;0.1;0.1;0;14.4;32.3;0;14.1;2.1;0.9;0;0;0.1;0.3;0;0;0.1;0.1;0;0;0;0;0;0.6;8;2.6;0.1;0;0.1;0;5.8;---;32.3;81.8
  05/1979;0;0;0;16.9;6;0;6.9;13.8;0.3;7;2.8;0;3.9;0.2;9.9;0.4;0;0;0;0;0;0;0;19.7;0.2;0;0;0.2;0;25.6;1.4;25.6;115.2
  06/1979;0;0.3;0.2;0;0;0;0;0;1.2;0;0;0;0;0.3;0.4;0.1;0;0.3;0;0.1;0.1;0;0.1;0;0;0;0.1;0;0;0;---;1.2;3.2
  07/1979;0;0;0;0;0;0.1;4.3;0;12.1;10.6;3.1;0.6;0;0.1;0;0;0.1;0.2;0;11.7;0;0;0;0;0;8.5;0.2;0;0.1;0.1;0;12.1;51.8
  08/1979;0;0;0;0;0;0;0.1;0;0.1;0.1;0.1;0.1;10.8;0.2;5.1;0;0.1;2.4;12.7;8.9;14.1;0.1;0;0;0;0;8.4;0;0.2;0.1;0;14.1;63.6
  09/1979;0;2.4;29.5;13;0.7;0.7;0.1;0.1;0;0;0;34.6;0.9;20.5;0.6;3.3;0.5;7.8;1.6;0.3;0;0;21.9;0.2;0;0;0;0;0;0;---;34.6;138.7
  10/1979;0.1;1;0.1;0;0;1.6;43.3;33.8;18.8;0.7;0;0;0;51.3;6;1.4;0;0;0.2;0;0;0.1;0;0;0;0;6.4;0;4.1;2.4;26.1;51.3;197.4
  11/1979;0;14.7;0.1;1.4;0.1;0;0;0;5.9;12.8;37.8;2.8;0.2;0;12.2;0.1;0;0;27.1;0.9;0;0;19.4;0;17.1;13.6;2.2;0.1;0;0;---;37.8;168.5
  12/1979;0;5.6;0;9.1;8.4;0;0.6;0.1;0;0;3.4;11.9;0;0.2;3;22.4;5.5;0.1;0.1;0;0.3;0;2;1.7;11.6;7;1.9;0.1;0;0;0;22.4;95
  01/1980;27.6;0;0;0.2;0.1;0;0;9.7;0.5;29.5;3;3.4;0;8.6;0;0.1;0.3;11.3;26.9;0;1.1;14.3;0.9;9.5;34.4;44.6;4.6;0;0;0;0;44.6;230.6
  02/1980;29.5;10.1;4.1;4.4;0.1;0;0.1;2.7;0;0.2;0;6.5;5.6;27.7;0;9.2;19.2;73.3;2;82.6;1;0;10.3;27.6;1.3;0.5;4.8;5.1;8.6;---;---;82.6;336.5
  03/1980;0;0;0.1;0.1;0;0.2;17;7.9;0.1;2;3.6;0;0;6.7;0.2;4.1;1.7;0.1;0;0;0;0;0;0;20.8;0;0;0;0;0;55.4;55.4;120
  04/1980;0.9;0;2.1;5.9;15.6;13.9;0;0;0;8.6;0;0.1;3.6;1.6;44.6;4;0.8;0;0;0;0.1;0;0;0;0;0;0;0;0;0;---;44.6;101.8
  05/1980;0;0.2;2.5;0;0.1;0;0.1;0;0;0;0;0.4;0.1;0.1;0.1;0;0;0;0;0.1;0;0;0.5;0.7;0.1;0;0.1;0.1;0.1;0.1;0.1;2.5;5.5
  06/1980;0;0;0.2;2.8;0;0;0;0;0;0;0;0;0;1.6;0;0.1;0.1;0.1;0;0;0.7;2.2;1.5;0;0;16.7;17.5;0;0.1;0;---;17.5;43.6
  07/1980;0;0.2;5.7;2.9;0.4;0.1;0;0.1;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;3;0;0;11;11;23.9
  08/1980;1.3;0;0.1;0.1;0;0;0.8;0;1.1;0.2;1.5;0;0;0;0;2.4;0;2;0;0;0.3;0;1.2;0.7;0;7.4;1.7;1;0;0;0;7.4;21.8
  09/1980;0;0;0;0;0;0;0;0;0;0.2;1.6;0;0;1.1;0;4.6;1.2;9.2;4.2;0.2;30.4;12.6;0;0;0;0.7;0.1;0.9;0.5;0;---;30.4;67.5
  10/1980;0;0;0.1;0;0;1.2;0.4;11.7;4.8;0.1;0.1;9.8;6.1;0.4;0;0;0;0.1;0.1;0;0;0;1.9;0.2;0;0;0;11.4;6.8;0;7.2;11.7;62.4
  11/1980;5.8;0;0;0;0;0.1;0;31.3;17.9;7;27.7;3.3;0;0.1;0;0;0.1;0.5;0;11.2;0.1;0;1.8;3.6;14;0;0.1;0;0.1;10.1;---;31.3;134.8
  12/1980;45.7;6.7;3.5;2;40.3;24.4;1.2;17.1;0.1;0.1;0.2;31.3;14.5;1.9;2.6;0;0;0;0;0;0;12.3;6.2;32.4;15.3;0.9;12.3;15.3;15.5;3;4.5;45.7;309.3
  01/1981;1;0;1.4;0;3.4;8.9;6.2;0.1;16.8;0;1.5;5.8;1.6;13.4;29.4;7.2;0.8;38.5;17.2;24.1;11.5;8;0.6;0;0;0;0;0;0;0;1.5;38.5;198.9
  02/1981;1.1;10.5;0;8.3;0;2.8;2.7;0;25.4;11;65;4.7;0;0;0.1;0;0;0;0.1;0;0.3;0;0;0;0;0;0;0;---;---;---;65;132
  03/1981;0;0;0.1;9.8;1;0.1;0;0.1;13.3;1;0;0;0;0;0;8.7;29.1;1.4;1.8;0.2;0;7.8;0;0;0;0;0.3;5;14;15.2;0;29.1;108.9
  04/1981;0;0.1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;31.1;26.3;6.9;1.6;0;0;0;0;0;1.2;35;0;4.8;0;4.4;---;35;111.5
  05/1981;0.1;0;0;8;0;0.2;0;0;0;0.1;0;0;0;0;0;0;2.5;3.7;0;1.2;6.3;0;0.1;0;0;0.1;0.1;0;0;0;0;8;22.4
  06/1981;0.1;0;0;0.5;2.8;0.2;50.2;0.2;0;0.1;0;0;0;0.1;0;3.7;2.7;0;0;0;0;0;0;0.2;0;0;0;0;0;0;---;50.2;60.8
  07/1981;0;0;19.2;6.5;0;0;0.4;0.1;0.1;0.1;0;0;0;0;0;0;0;0;14.1;3.2;0.7;0;0;2.6;13.8;0;0;0;0.1;0.2;0;19.2;61.1
  08/1981;0;0;0;0;0;0;0;0;0.2;3;4.5;0;0.7;0;0;0;0;9.3;2.2;0.1;0.4;0;0;0;0;0;0;0;0;0;2.9;9.3;23.3
  09/1981;0;0;0;7;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0.1;0;0;0;2.6;0;0;0.5;0.7;8;0;0;1.1;---;8;20.1
  10/1981;2.1;0;0;1.1;2.8;1.1;3.2;13.2;0.2;0.5;0.4;0.4;10.4;0;0;17;0;0;3.7;41.6;0;0;0;0;0.1;0;9.2;29.3;26;13.7;32.4;41.6;208.4
  11/1981;0;20.5;10.3;18.7;7.5;0;0;0;2.1;39.4;47.2;0.4;0.7;0;0;3.3;2.2;0;0;7.2;8.2;0;0;0;0;0.4;0.9;0;0.3;40.9;---;47.2;210.2
  12/1981;1.3;3.4;2.1;0.6;0;0;3.3;12.3;43.1;17.1;0.1;0;2.5;5.9;65.6;2.7;1;0;0.6;13.1;0;0;0.1;0;0;0;0;0;0.1;0;0;65.6;174.9
  01/1982;0;29.5;1.3;4.7;0.5;0;0;10.7;1.3;56.8;5.7;16.8;0;0;0;0;0;0.1;0;0;0;8.1;74.5;7.2;0;0;0;0;0.6;1.7;4.3;74.5;223.8
  02/1982;0;0;49.2;0;7.7;50.5;98;0;0.6;0;0;0;0;0;0;0;0;1.1;0.1;25.6;24.2;0;0;31.7;12;0;4.7;15.9;---;---;---;98;321.3
  03/1982;0;0;5.7;0.9;0;0;0;0.2;0.1;7;1.3;0.8;0;1.6;1.7;20.4;2.3;6.6;14.6;0;0;11.4;9.6;0.8;0.7;4;6.2;0;0;0.3;4.1;20.4;100.3
  04/1982;0;1.2;0.1;0;1.6;0.7;3.1;0.2;1.2;0.1;0.1;0;32.5;0.4;30.8;0.1;2.2;0.1;0.1;0.1;0.1;0;0.2;0.2;0.1;0;0.8;0.1;1.6;0;---;32.5;77.7
  05/1982;0;0;0;2.7;0.1;0.1;0.1;0.1;0;0;0;0.1;0;0;0.1;0;0;0.1;5.6;33.1;0.1;0.1;0;0;11.6;16.1;6.4;0;0.1;0.1;0.5;33.1;77.1
  06/1982;0.3;0.1;0;0;4.2;15.3;0;0;0.1;0;0;12.5;17.9;20.9;0.1;9.5;1.2;0;0.1;0;1.4;6.9;16.6;0.7;16.6;41.2;2.8;0;20.4;0;---;41.2;188.8
  07/1982;13.2;0.3;0;0.1;0;0;0;0;0;0;0;2.2;1.8;0.9;0;0;0;0;4.2;0.2;0;0.1;0.1;0;0;0;0.1;0.1;0;27.7;0.3;27.7;51.3
  08/1982;0;0;7.2;0.4;0.1;0;0;0;0;0;21.3;2.2;0;0.1;0;0;0;0.4;2.7;0.3;0.2;0;0;4.7;0;0;0;24.3;0;0;4.4;24.3;68.3
  09/1982;0.2;0;0;0;0.1;1.2;2.4;0;0;0;0.1;0;0;0;0;0.1;0.1;0.1;1.1;0.7;0;0;0;0;0;0;0;10.6;3;0.3;---;10.6;20
  10/1982;0;9.6;7.7;0.3;0.1;0.5;2.6;42.9;25.9;1.2;8.9;0;23.4;1.7;0.2;0;0;10.3;3.8;0;0.5;0.1;0;1.4;0;0.4;0.2;0;11.2;14.8;3.8;42.9;171.5
  11/1982;0;0;1.2;0;0.9;0.4;0.2;0;0;0;1.1;2.9;0.1;20.1;45.7;8.2;4.4;0;0;5.4;15.7;0;4.9;2.2;0.5;2.7;9.5;5.9;3;0;---;45.7;135
  12/1982;1;0.8;25.8;10.6;0.6;0;16.8;7.5;0;0;16.6;14.2;7.6;26.2;15.8;13.2;12.4;10.6;0.9;34.5;2.8;2.1;0.9;2.6;0;0;0;12.8;3.8;24.4;4.9;34.5;269.4
  01/1983;0;0;4.5;0.3;0;25.3;11.9;0;22.9;0;0;0;13.5;3.8;6.1;0.4;0;15.1;5.5;42.6;7.4;7.8;0;0;1.2;0;14.5;27.2;0;0;3;42.6;213
  02/1983;10.5;119.2;3.2;0;0;0;0;0;10.3;3.5;5;1.4;76.6;5.2;17.6;0;0;0;0;0.1;0;1.2;0;46.7;0;0;4;24.7;---;---;---;119.2;329.2
  03/1983;0;33.2;0.6;22.1;0.3;9.1;61.7;52.9;0;7.4;0;0;4.3;1.3;0.4;0;0;0;8.3;40.3;0.1;12.3;0;0.3;1.8;0.2;3.1;2.1;0;0;0.1;61.7;261.9
  04/1983;0;0.5;0;0;0;40.2;36.2;1.4;0.2;0;0;0;8.5;0.2;0;6.8;3.8;0;23.5;8.9;6.9;22.8;0.5;0;28.4;24.8;1.5;0;0.1;0.1;---;40.2;215.3
  05/1983;0.1;0;0.2;0;0;0.1;0;0;4.2;0;0;5.1;9.3;12.8;0;0.1;0;0.8;0;23.2;0.1;0;0;19.1;3.3;0.1;0;7.2;45;18;39.8;45;188.5
  06/1983;5.5;4.5;8;1.8;18.7;38.2;46.5;0;49.4;7.2;16.6;23;0.1;0;0;0.2;0;0.1;0.2;0;0;0;0;0;0.3;6.3;0;0;3.3;0.1;---;49.4;230
  07/1983;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.1;0;0;8.2;2.8;3.8;28.5;0;0.2;0;0;0.6;0;0;0;0;0;28.5;44.3
  08/1983;0;5.9;1.6;4.2;0.2;0;0;0.2;0;0;0;0.2;0;0;0;0;1.1;0;0.8;0;0;0;0;0.1;0;0;0;0;0;0;0;5.9;14.3
  09/1983;0;2.5;1.6;33.1;3.7;15.9;2.4;14.2;5.1;0;0;4.7;11.7;1.4;0;13.8;0;16.2;27.1;0.4;0;1;34;17.7;3.2;0;0;0;0;0;---;34;209.7
  10/1983;0;4.8;1.4;0;0;0;0;0;0;0;0;0;0;9.1;13.5;0.1;0;27.2;45.6;0.3;0;13.1;19;10.3;0.2;0;0;0;0;0;0;45.6;144.6
  11/1983;50.4;1.2;15.8;0;0.9;0;0;0;0;0;3.2;8.3;4;0;0.5;1.5;0;0;0.1;14.3;5;14.4;1.2;0;0;0.1;0.1;0;0;0;---;50.4;121
  12/1983;0.3;10.1;0;0.3;0;0;12.6;0.1;0.1;0.6;11.5;47.5;0;1;2.7;23.4;33.2;0;5.3;1.1;8.6;7.4;5.8;8.5;0;0.1;10.6;36.9;1.6;15.8;11.6;47.5;256.7
  01/1984;7.9;0.1;0;2.8;0;11.2;0;0;0;35;0;0;0;0;16.1;2.5;12.5;0;0;0;34.3;29.5;21.7;1;0;24.4;22.3;10.8;16.7;11;6;35;265.8
  02/1984;0;25.8;18.9;0;0;0;0.1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;1.5;0;---;---;25.8;52.4
  03/1984;0;0;0;0;0;1.3;27.4;3.5;2.8;7.3;4.2;0.1;0;0;0;0;0.1;0;0;4.9;7.6;1.2;0;0;0.1;0.1;0.7;0.1;0;7.6;14.4;27.4;83.4
  04/1984;0;0;0;50.9;8.2;0;0;0.1;0;0;2;0.1;0;0;0;11.7;5.7;0;0.9;0.4;0.1;0;0;0;33;0.2;0;2.9;0;1.8;---;50.9;118
  05/1984;0.1;9.2;4.8;20;0;0;0;0;0;0;0;11.1;2.4;4.5;9.3;0;0;10.5;0.1;0.1;0.1;0.1;0.1;0.1;0;0.1;0.1;0.1;0.1;0;0.1;20;73
  06/1984;0;0;0.1;0.1;0.1;0.1;0.1;0;0;0.4;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.1;0;0;0.3;0.2;0;---;0.4;1.6
  07/1984;0;0;0;10.7;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.1;0;0;0;0;2.3;2;0;0;0;3.6;2.1;2.7;0;10.7;23.7
  08/1984;0;0.1;32.4;8.1;0.1;0;0;0;0;0.1;0;0;0;0;0;1.1;1.8;1;0;1.4;1.6;17.2;37.1;0.2;4.6;12.1;0;0;0;0;0;37.1;118.9
  09/1984;0;0;0.1;0;0;0;3.2;4.2;17.6;0;0;0;0;0;0;0;0;0;0;24.8;38.4;0.1;0;0.7;0;6.6;38;2.4;0;0;---;38.4;136.1
  10/1984;0;0;0;0;0;0;0.3;0.1;0;0;0;0;0;0;0.4;0.1;0;0;11.8;4.4;0.1;0;0;0;0;0;0;0;0;0;0;11.8;17.2
  11/1984;0.4;0;1.4;0;0.2;0;0;0;0;9.5;0.6;28.3;2.6;2.1;0.2;0;0;4.9;0;0.1;4.9;0.6;0;0;0;14;0;0;0;0;---;28.3;69.8
  12/1984;3.6;17.4;1.7;1.5;0;0;18;8.6;0.6;0;0;0;16.7;8.8;7.2;0;6.9;4.4;0;0;0;0;0;0;0;9.8;0;1.4;0;0.5;8.7;18;115.8
  01/1985;8.1;3.3;0.9;0.3;33.8;1.8;9.3;9.3;26.2;0;0;0;0;2;0;1;29.2;4.1;0;0;1.8;0;29;6.3;0.4;1.7;0.8;0.2;0.2;0;0;33.8;169.7
  02/1985;0;12.9;3.5;0;4.1;1.7;0;0;36.8;0;38.8;0.7;21;38;19.5;0;0;76.3;96.3;0;3.7;0.9;15.7;1.7;0.5;4.7;0;6.7;---;---;---;96.3;383.5
  03/1985;0;3.3;0;0;0.1;1.8;0.4;0;9;0;15.2;0;0;0;0;7.8;21;36.4;0.2;0.1;0;0;13.7;0;0;0.5;0;23.3;0.4;0;18.3;36.4;151.5
  04/1985;13.6;0;0;0;0.6;25.8;0.9;0;0;0.1;0;12.3;1.4;0.4;0;2.3;2.6;0;15.6;0.3;0;0.1;0;0.1;0;0.1;1.6;1;0.2;0;---;25.8;79
  05/1985;20.4;3.3;0;0;0.2;0.1;0.1;0;0;7.5;0.8;0;0;0;0.1;0.1;0.2;0.1;0;0;28.8;19.4;0;0;0.1;0;0;0.2;0;0;0;28.8;81.4
  06/1985;0.1;0;0.1;8;0.1;0;0.1;0;0.7;3.6;2.1;0.7;0.1;0.2;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.1;0.2;0;---;8;16.2
  07/1985;0;0;0;0.1;0;0;1.8;0;0;0;1.3;0;0.1;0.1;0.2;0;0.1;0.2;0.3;0.1;0.1;0.1;0;0.1;0;0.1;0.1;0;0;0;0;1.8;4.8
  08/1985;0;0;0;0.1;0;0;0;0;0.2;0;0;0.6;0;1.2;0;0;0;0;0;0;0;0;3;0.9;0;0;0;0.2;0;0;0.1;3;6.3
  09/1985;17.2;12.8;1;15.8;3.8;3.3;0;0;0;0;0.1;0.1;0;0.1;0;0;0;0.8;0.2;0;10.9;0.3;0;3.1;0.1;0.1;0;0;2.8;7.8;---;17.2;80.3
  10/1985;0;0;0;0;0;0;0;6.3;0.1;2.9;0;0;0;0;0;0;0;0;0.3;0;0.4;0;0;0.5;6.4;0;0;0;27.4;0;0.5;27.4;44.8
  11/1985;0;7.6;10.5;7.8;3.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.7;4.9;12.3;4.5;12.7;1.8;1.2;0.4;0;---;12.7;73.1
  12/1985;0;0;5.2;20.7;1.9;0.1;0.1;0.1;0;0;0;1;0;0.5;18.2;0;0;0;0;0;3;0;0;0.4;2.2;27;4.8;0;0;0;0;27;85.2
  01/1986;0;0;3.6;0;1.3;1.1;0;0;69;2.7;27.1;13.8;0;0;0;0;0;0;0;28.1;0.2;11.2;38.6;14.6;0;0;2.1;0;0.6;0;0;69;214
  02/1986;0;0;55.5;7.8;0;14.3;12.3;4.6;17.4;3.8;5.9;20.9;5.6;4.2;36;22.7;0.2;4;29;7.2;23.8;27.8;8.3;0.6;0.1;0;4.5;1.4;---;---;---;55.5;317.9
  03/1986;3.6;25.7;3.5;0;4.1;7.6;10.9;31.7;0;0;23.8;0;10.4;0.1;0.1;1.9;1.3;49.1;9.7;5.8;0;0;0;33.3;0.6;0;36.1;0;0;21.4;0;49.1;280.7
  04/1986;0;0;0;0;0.1;0;2.1;2.7;1.1;0;0.1;0.1;0;0;16.5;25.3;1.2;0.1;0.1;0;0;1.5;0;0.7;0;0;3.7;2.6;2.1;0.1;---;25.3;60.1
  05/1986;0;0.1;0;0.1;0.1;0.1;0;3.1;1.5;13.2;6.2;0;33.9;0;1.8;0;0.1;0;27.2;0.2;0.5;0;0;0;0;0;0.9;7.3;0;0;7.1;33.9;103.4
  06/1986;0.1;0.2;0;0.1;0.2;0.2;0;3.5;0.1;0.2;0;0;0;0;0;0;0.2;0.1;0.1;0.1;0.1;0.2;0.1;0;0;0;1.5;0.1;0.1;0;---;3.5;7.2
  07/1986;0;0.4;2.9;0;0;2.6;7.5;0.3;0.8;0.1;0.1;0;0.1;0;0;0;0.1;0;0;0;0.4;2.4;10.3;0;0.1;0.1;0;0;0;0.1;3.2;10.3;31.5
  08/1986;11.4;0.1;0.1;0;0;0;0;0.1;0.1;0.1;0;0;0.9;26.3;0;2.1;4.8;0.3;0.7;0.7;14.8;14.2;32.4;3.7;1;0;0.1;0.1;0.1;0;0.8;32.4;114.9
  09/1986;0;0;0;0;0.2;0.7;0.1;0;0.1;0;0.2;0.1;0.1;0;0;0;0;0;0.7;3.4;10;0.5;0;0.1;1.5;10.7;2.4;0.5;8.2;0;---;10.7;39.5
  10/1986;0;0;0;0;0;0.1;0;0;0.1;0.7;6.9;0.2;0;0;0;0;0;0;6.8;5.8;6.5;2.5;3.7;0;0;0;0;0;0;3.1;3.4;6.9;39.8
  11/1986;0;0;0;18.6;0;33.3;7.1;1.2;0;1.4;27.3;12.3;1.2;0;0;0;0;0;0;0;0;0;0;0.2;0;1.7;1.3;2.2;9;12.7;---;33.3;129.5
  12/1986;9.2;24.1;4.6;0.7;1.4;2.9;0;33.9;20.3;0;0;1.7;0;0;2.5;3.1;1.8;5.9;19.9;9.7;0.1;14.8;24.1;23.3;0.1;1.5;0;0;12.2;1.4;0.6;33.9;219.8
  01/1987;6.6;1.5;15.6;3.5;8.9;0;10.5;24.1;0;1.2;3.4;0;2.2;0;0;0;13.2;1.1;8.4;0.1;0;0;9.2;27.9;51.9;58.5;1.9;11.4;3.3;4.3;26.7;58.5;295.4
  02/1987;12.1;4.1;24.3;17.6;10.5;0;0;0;0.1;17.4;0.2;1.9;3.2;0;1.4;21;2.7;58.9;13.8;15;0.1;0;0;0;0;0.2;0;0.1;---;---;---;58.9;204.6
  03/1987;0.1;0.1;0.1;0.1;0.1;0.1;0;21.7;8.2;29.5;34;0.1;0;0;0;0.1;2.2;0;37.2;0;0;0.1;0.2;0.1;0;0;0;15.8;0.1;0.1;0;37.2;150
  04/1987;0;0;0.9;10;22.9;14.2;0;0;0.1;5;30.2;1.7;0;10.1;0;0;0.2;0.2;0.1;0;38.1;0;0.1;0;4.8;0.1;1.9;0.3;0;0;---;38.1;140.9
  05/1987;9.9;8.8;0;0.2;34.3;14.2;6.2;0.2;41.5;0.3;0;5.8;0.1;0;0.4;31.8;0.1;12.5;5.2;19.8;40.5;8.6;0.1;0;3.2;0.9;0;0.2;11.2;0.1;0;41.5;256.1
  06/1987;0.1;0;0;0.1;0.1;0;16;0.5;0.2;0;0.2;0;2.7;31.2;93.6;41.3;0.1;0;0;0.1;0.1;0;16.5;1.1;0;0;0;0;0.3;0.1;---;93.6;204.3
  07/1987;0.1;0;0;0.1;0.3;0;0.1;0;5.1;0.4;0.1;0;0.2;0;0;0;0;0;0;1;0;0.7;0.4;0;0;0;0;0;0;0;1.1;5.1;9.6
  08/1987;0.8;0;0;0;0;0.1;1.3;0;0;0.1;0;0;0;0;0;0;0.9;4.6;0;0.5;0;2.2;0.4;0;0;0;0;0;0;0;2;4.6;12.9
  09/1987;5.9;0;0;2;0;5.5;0.5;0;0;0;0.1;10.7;0.2;0;0;0.1;0.2;0.3;3.3;0.6;0.6;7.5;0.1;0.2;0.1;0.1;0;15.7;0.3;5;---;15.7;59
  10/1987;0;3.1;2.3;0;0;30.6;0;0;0;0;0.1;0;0;2.5;0;0;0.1;0;1.5;13.4;7.4;9.1;0;0;29.8;9.8;0;0;1.6;0;0.1;30.6;111.4
  11/1987;0.1;0;0;0;0;0.6;1;0;0.4;2;0;0;0;0;14.1;9.5;1.8;0;0;0.1;0;0.1;0.1;0;9.9;26.9;3.7;0;0;0;---;26.9;70.3
  12/1987;0;0;0;32.7;9.9;0.2;0;0;2.1;0.3;0;0;2.5;9.7;0.1;0;0;9.4;29.7;0.1;0;1.6;0.1;1.7;0.4;0;0.2;0;36.4;2.8;1.2;36.4;141.1
  01/1988;5.7;0;0;0;12.8;12.4;26.8;0.2;0.4;9.3;1.8;0;0;0.5;0.4;6.8;0;3.1;25.8;0.3;0;6.2;18.5;24.2;42.6;6.2;0;0.7;14.1;2.2;0.2;42.6;221.2
  02/1988;12.5;4;0.1;0.1;36.2;0.3;0.5;28.8;16.3;10.2;25.9;2.4;0;2.4;41.7;0;55.7;6.4;0;0.8;33.4;0;0;0;0;0;0;12.7;2.6;---;---;55.7;293
  03/1988;47.9;23.8;18.3;2.6;0;0;0.9;0;1.7;0;0;0;0.1;0;0.1;0;20.9;39.7;47.6;0;0.1;0;0.1;0.1;0.1;0.1;0.1;0;0.1;0;0;47.9;204.3
  04/1988;0;8.3;0.4;0.2;0;2.5;0.1;1.9;3.1;0;0;0.1;4.8;40.8;0;0;11.8;0;15.8;26.8;4.4;0.1;0.2;0;0;26.8;0;1.9;3;0.7;---;40.8;153.7
  05/1988;0;0.1;0;0;8.6;9.2;2.3;0;0.4;0.1;0.1;0.1;4.1;10.5;0.1;0.1;11.4;12.7;2.1;0.2;0;11.7;23.3;52.4;5.9;0;0;0;7.3;41.9;6.5;52.4;211.1
  06/1988;0.1;0.1;0.1;14.3;1;0;0;0;0;0;0;0;0;21.6;8.5;0.5;0.7;0.1;0.1;0;0.1;0;0;0;12.2;0.3;0;0;0;0;---;21.6;59.7
  07/1988;0;0;0;0;0;0;0;0.6;0;0;0;0.4;0.1;1;0.1;0.1;0.1;0.1;0.1;0.1;0;0;0;0;5.7;0;1.4;0;0.1;0.1;0.1;5.7;10.1
  08/1988;0.1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0.1;0;0.4;0;0;0;0;0;0;0;0;0;3;3.6
  09/1988;0;1.3;0.1;0;0;0;0;0;0.1;0;0;0;0;0;17;5.9;0.9;9.3;0;0;0;0;0.1;0;0;0;0;0.4;4.5;0.1;---;17;39.7
  10/1988;0;0;0;5.8;1.9;0;0;0;0.1;0;0.8;0.4;18.4;4.6;0.1;0.1;0;1;0;57.9;2.7;0.7;1.4;0.7;0;46.7;3.7;6.1;0;0;2;57.9;155.1
  11/1988;36.2;1.2;0;0;0;0.4;0.1;17.6;0;0;0.8;0;2.8;0;19.4;0;0;0;0;7.8;0.4;1.8;0.3;0;0;0;7.2;5.9;0;0;---;36.2;101.9
  12/1988;0;21.5;3.1;0;0;0;0;0;0;0;0;0;0;0;24.7;0;0;0;0;2.8;99.3;39.7;0.2;32.3;14.2;13.9;6.8;0.4;0;0.8;0.9;99.3;260.6
  01/1989;1.8;0;0;3.4;31.8;41.3;56.7;3.2;24.5;33.8;35.5;1.6;3.2;19.8;0.4;10.5;0;0;32.3;0;0;0;33.1;13.6;29.4;12.1;0;13.9;12.5;12.2;0;56.7;426.6
  02/1989;0;5.8;2.8;30.9;22.2;0.5;0;0.4;23.3;1;19.6;25.9;0.2;9.2;16.9;0;0;0;0;0.9;0;0;0;0;3.5;13.9;1.6;0.2;---;---;---;30.9;178.8
  03/1989;0.8;0;0.6;18.3;6.4;0;0;18.4;43.3;5.4;0.1;0;11.6;15.6;4.7;0.2;0;55.2;3.4;0.3;0;0;0;0.6;0;11.7;7.7;0;0;0;0;55.2;204.3
  04/1989;2.8;8.9;1.6;0;0;0;0;0;0;0;0;46.4;24.5;0.1;0;0;0;0;0.4;7.6;6.5;0;0;0;0;0;0;0;0;0;---;46.4;98.8
  05/1989;0;9.7;1.5;0;2.8;13.3;3.2;10.9;0.9;1.1;0.1;0.1;0.1;0.1;0;0;0;0;0.1;0.1;0.1;0;0;0.1;0;1;3.7;9;0.9;0;0;13.3;58.8
  06/1989;0;0;0;0;0;0;0;0.3;0.1;0;7.6;21.8;0;0;0;0.1;3.6;0;0;0;0;0;0.1;0.1;9.6;0;0.2;0;0;0.1;---;21.8;43.6
  07/1989;0.2;0.1;0;0.7;0;4.3;0.5;4;0.7;0.1;0;0;0.1;0;0;0;0;0;0;0.1;0;0;0;0;0;16.5;42.3;42.6;23.3;32.6;38.8;42.6;206.9
  08/1989;0;0;0;0.1;0;0.6;0;0;0;0;0;2.9;0;0.1;0.1;0;0;0;0;0;0;0.6;3.9;0;0;25.3;0;2.5;0.1;0;0;25.3;36.2
  09/1989;0.4;9.8;0;0;0;1;0.1;0;3.8;20.8;0;0;20.7;1.5;0.3;0;0.5;0.4;0;0;0;0;0;0;10.5;1.5;3.2;0;1.1;1.5;---;20.8;77.1
  10/1989;1;0;0.1;15.6;0.1;0.1;0;0;0;0;0;14;0;0.5;0.2;7.6;0;0.8;0;0.2;0;0;0;0;0;0;46.2;4;0;0;0;46.2;90.4
  11/1989;1.7;0;0;2.8;0;0;0;0;0;11.6;0.3;7.8;8.4;0;0;0;0;0;0;33.9;0;10.1;0;1;13.6;0;0;17;0;0.2;---;33.9;108.4
